,n_thread,time_cctrie,time_hash
0,1,0.033404347,0.004433141000000001
1,2,0.026305614,0.0044513980000000005
2,4,0.020789414000000003,0.0057091550000000005
3,8,0.019596541000000002,0.007926856000000001
