,n_thread,time_cctrie,time_hash
0,1,0.00046064300000000006,6.809100000000001e-05
1,2,0.000493583,7.621300000000001e-05
2,4,0.00035810000000000003,0.000115154
3,8,0.000399255,0.000122392
